date,open,high,low,close,volume
2023-11-08,134.000068,137.609325,132.622793,136.209343,1052440
2023-11-09,135.869168,137.932501,132.891721,134.940958,966896
2023-11-10,133.688574,137.239463,132.210424,135.738647,809529
2023-11-13,135.083975,137.359238,133.628687,135.895210,843345
2023-11-14,135.034019,138.340754,133.357064,136.643807,1268658
2023-11-15,135.567841,138.114665,132.809283,135.352053,817708
2023-11-16,134.785773,135.680559,131.869288,132.750562,1024383
2023-11-17,133.366172,135.377258,127.422294,129.373168,1124265
2023-11-20,129.353047,129.925733,127.082407,127.647543,1401894
2023-11-21,128.224123,129.874251,125.383201,127.017805,866510
2023-11-22,127.200513,129.528324,124.335275,126.653068,900943
2023-11-23,126.999965,131.808186,125.227722,129.994160,1282256
2023-11-24,129.584270,133.652317,127.940818,131.978500,980785
2023-11-27,132.220526,133.510760,129.155178,130.427920,1037299
2023-11-28,130.760577,132.687689,129.175211,131.098230,1366481
2023-11-29,130.833639,132.271729,129.040341,130.474483,1178368
2023-11-30,130.730004,131.887761,128.898465,130.050202,767638
2023-12-01,130.307917,131.824084,128.895314,130.410371,1013273
2023-12-04,130.159535,133.182595,128.494336,131.500244,868690
2023-12-05,130.983489,132.153319,129.776987,130.946488,629171
2023-12-06,130.403787,133.949546,129.259510,132.784380,1291353
2023-12-07,132.824583,133.695783,129.972948,130.831073,1332209
2023-12-08,130.980814,132.757293,129.060006,130.834501,1028333
2023-12-11,130.471587,137.228471,128.621331,135.309606,1416899
2023-12-12,135.322196,137.426800,133.572934,135.673004,873227
2023-12-13,135.943926,140.375060,133.787763,138.183378,1330037
2023-12-14,138.482361,140.192822,136.587612,138.295768,932189
2023-12-15,139.046933,141.170270,137.160338,139.280506,919529
2023-12-18,139.903011,141.751878,137.265419,139.103723,599182
2023-12-19,138.616232,140.325314,137.003593,138.711566,923650
2023-12-20,139.528931,140.907018,135.864080,137.219356,1241430
2023-12-21,136.964345,140.760601,134.107733,137.884792,739443
2023-12-22,138.389044,139.799532,134.865178,136.253905,1187405
2023-12-25,136.286327,138.596476,135.013891,137.314441,1055466
2023-12-26,137.116362,141.041794,135.232926,139.130689,1230222
2023-12-27,138.250418,141.466921,136.452137,139.650429,1069941
2023-12-28,139.566572,140.457124,138.091641,138.978439,824702
2023-12-29,138.219917,141.940774,135.940572,139.638043,666172
2024-01-01,140.110795,141.739333,137.293417,138.907975,860110
2024-01-02,139.645406,141.487543,138.590207,140.426442,1210231
2024-01-03,140.034766,142.381068,134.643384,136.937796,1241648
2024-01-04,137.082525,139.070592,134.175608,136.150153,842944
2024-01-05,135.804485,136.747217,131.558481,132.478122,1066156
2024-01-08,132.186710,134.712630,127.252738,129.731747,1550809
2024-01-09,130.083415,133.775743,128.179619,131.846149,1301273
2024-01-10,131.828366,134.767334,130.251802,133.174669,1173687
2024-01-11,133.985539,136.445631,129.297937,131.716365,1226258
2024-01-12,131.494052,133.155768,127.319482,128.949036,1356379
2024-01-15,129.400058,130.938323,122.385662,123.858045,1583101
2024-01-16,123.900274,125.059832,121.618215,122.767168,992285
2024-01-17,123.109102,128.273332,121.345269,126.461468,1347469
2024-01-18,126.263549,128.708559,124.507676,126.943234,1371028
2024-01-19,126.921215,128.451722,124.269321,125.786141,1120598
2024-01-22,125.735293,127.423906,124.623786,126.307342,850673
2024-01-23,125.937742,127.514447,121.983996,123.530564,1356626
2024-01-24,123.816819,125.268052,121.373536,122.813003,790185
2024-01-25,123.092510,123.913057,121.910414,122.728535,1118997
2024-01-26,122.983496,123.735263,121.598520,122.346393,797591
2024-01-29,123.004541,125.121103,121.250421,123.361887,1094144
2024-01-30,123.987665,124.185109,123.467962,123.664891,1078393
2024-01-31,123.502605,126.086323,121.919099,124.490155,1043319
2024-02-01,124.652700,125.910155,121.887050,123.129135,1077463
2024-02-02,122.860393,126.462147,120.743142,124.319747,1036897
2024-02-05,124.329909,127.990909,123.083362,126.720394,1208216
2024-02-06,126.454392,128.305424,123.048204,124.876133,1033898
2024-02-07,125.584211,126.891837,121.908472,123.191181,1034835
2024-02-08,123.347996,126.651937,121.811698,125.093893,1396283
2024-02-09,124.998434,126.866829,122.668843,124.530240,918395
2024-02-12,125.050485,127.852922,123.781251,126.568283,1028595
2024-02-13,125.606724,127.614701,123.582911,125.590631,911350
2024-02-14,124.705297,128.760333,123.704511,127.735231,1362678
2024-02-15,128.091030,129.779061,126.019886,127.702801,969736
2024-02-16,127.729828,129.890428,125.725675,127.883859,972502
2024-02-19,127.995957,132.169263,126.122077,130.262205,1160584
2024-02-20,129.657478,132.207293,126.861828,129.406711,1074186
2024-02-21,129.396188,130.553798,126.454677,127.596184,1011552
2024-02-22,128.490924,129.323983,125.802460,126.623411,953040
2024-02-23,126.988681,128.162973,125.969894,127.142948,1093609
2024-02-26,127.218468,129.081171,122.542743,124.363647,1423668
2024-02-27,124.172539,126.936302,122.435155,125.184756,809629
2024-02-28,125.011875,126.563151,122.564443,124.104459,871235
2024-02-29,123.179608,126.710873,122.254755,125.766596,1124329
2024-03-01,125.880005,127.776698,119.887137,121.721167,1772190
2024-03-04,122.081363,122.948285,119.445682,120.299954,750213
2024-03-05,119.636540,121.626789,115.563650,117.518667,1347145
2024-03-06,117.246616,119.993675,113.378878,116.099050,849793
2024-03-07,115.628718,117.881909,114.071685,116.315625,778004
2024-03-08,115.922626,117.584080,114.233420,115.894470,857804
2024-03-11,115.916164,117.078636,114.213556,115.370556,865645
2024-03-12,114.528881,115.544186,113.983821,114.996899,821640
2024-03-13,115.244136,116.349227,114.068980,115.173392,880717
2024-03-14,115.477276,116.358185,112.688291,113.554532,1031229
2024-03-15,113.454734,115.202094,112.749955,114.490879,759305
2024-03-18,113.496814,117.556034,111.352923,115.376634,1130784
2024-03-19,114.974262,117.375301,113.469082,115.858544,1058145
2024-03-20,116.358492,118.186964,114.785471,116.610536,1117756
2024-03-21,115.476734,118.238945,114.233753,116.979785,648873
2024-03-22,116.837498,121.399271,115.516240,120.041777,1397714
2024-03-25,119.546004,121.741499,117.650219,119.841035,997102
2024-03-26,120.178507,121.605104,117.891876,119.308142,760399
2024-03-27,119.026229,120.707209,116.431568,118.099460,1047375
2024-03-28,118.266434,119.592908,115.182830,116.489373,1094217
2024-03-29,116.719919,117.960813,113.375536,114.593828,1478668
2024-04-01,115.330298,116.065222,112.538944,113.260680,1402200
2024-04-02,113.180231,113.643026,112.686480,113.149147,586006
2024-04-03,113.298069,114.888509,112.057030,113.643685,1357836
2024-04-04,113.053000,115.120818,111.670815,113.730352,709072
2024-04-05,114.204204,114.987129,111.852309,112.624403,1204636
2024-04-08,112.324622,115.332129,110.992216,113.980086,1245087
2024-04-09,113.756384,116.527014,112.366848,115.120812,872240
2024-04-10,115.111848,115.500461,114.543447,114.931452,965514
2024-04-11,114.302766,115.255994,113.067605,114.018462,985094
2024-04-12,114.109756,116.468694,112.554547,114.902679,1092796
2024-04-15,115.291754,116.853754,113.700391,115.261988,949257
2024-04-16,115.380162,116.232279,112.362539,113.198544,1400770
2024-04-17,112.569031,114.624076,111.146857,113.194006,863589
2024-04-18,113.144956,115.514591,111.324495,113.685434,904770
2024-04-19,113.980687,115.702740,110.777391,112.476722,1241889
2024-04-22,111.737417,114.188884,110.439156,112.877378,1017048
2024-04-23,112.452769,113.591701,109.768937,110.892062,1315654
2024-04-24,111.232268,114.047259,110.177495,112.975951,1095052
2024-04-25,113.082751,116.570930,111.514148,114.976065,1009786
2024-04-26,115.141849,116.613409,113.293474,114.760156,789634
2024-04-29,115.507042,117.183929,113.797975,115.474388,863776
2024-04-30,115.663758,117.112735,110.682738,112.086906,1556235
2024-05-01,112.344998,114.061075,108.905208,110.594546,1273682
2024-05-02,111.643824,113.025793,108.994512,110.360596,864351
2024-05-03,110.278012,111.947484,107.375683,109.026204,1327196
2024-05-06,108.721739,111.953406,107.038369,110.246429,1296676
2024-05-07,110.411499,114.358422,109.441877,113.362881,1427453
2024-05-08,113.537060,114.078339,111.329797,111.863096,966399
2024-05-09,111.656876,113.686124,108.863015,110.878111,1287896
2024-05-10,110.477465,112.904333,109.038315,111.452483,938989
2024-05-13,112.353515,114.644857,111.775787,114.058363,1315908
2024-05-14,114.188840,115.233065,111.481599,112.510476,1055035
2024-05-15,112.222112,114.840373,110.528961,113.133472,804927
2024-05-16,113.496151,117.378962,112.261166,116.115475,1100656
2024-05-17,116.071118,117.226229,112.787341,113.921055,1324500
2024-05-20,113.820226,115.823863,110.336653,112.313772,990076
2024-05-21,112.534800,113.413793,111.101235,111.975862,1428066
2024-05-22,111.469553,112.485579,110.487798,111.503524,746658
2024-05-23,111.641141,114.430625,110.207050,112.979344,889107
2024-05-24,113.735779,115.278243,112.091898,113.632968,1047660
2024-05-27,113.818374,115.410167,109.780386,111.337482,1502439
2024-05-28,111.190879,114.147807,109.451303,112.389479,1041833
2024-05-29,112.190003,113.625397,110.423639,111.854744,1038997
2024-05-30,111.694099,115.630634,110.135125,114.038931,908497
2024-05-31,113.937565,115.186681,112.185995,113.429542,837862
2024-06-03,113.279551,114.667315,111.431166,112.813217,772261
2024-06-04,113.175020,115.350321,111.768239,113.934105,717972
2024-06-05,113.242954,116.884991,111.786605,115.400890,1115883
2024-06-06,115.749055,118.168032,114.002383,116.411366,636375
2024-06-07,116.256667,117.909904,112.595743,114.220018,990681
2024-06-10,114.370710,116.763103,112.978033,115.358399,949393
2024-06-11,114.903372,115.910327,113.151691,114.152062,910842
2024-06-12,114.682893,116.248229,113.275655,114.839075,1032781
2024-06-13,115.339742,116.710892,111.721731,113.065850,1201207
2024-06-14,113.445589,115.516590,111.996580,114.059736,1170252
2024-06-17,113.455033,115.817859,110.845802,113.203388,1122833
2024-06-18,113.531895,114.656418,110.554009,111.659991,1307931
2024-06-19,111.818212,114.580237,110.287515,113.032912,1084685
2024-06-20,112.397842,115.572230,110.568697,113.721543,1018394
2024-06-21,113.711872,115.120990,111.745386,113.147511,1034274
2024-06-24,113.291873,118.107071,110.872935,115.638039,1292785
2024-06-25,115.863102,117.078256,114.100979,115.310336,837052
2024-06-26,115.381876,117.228427,113.847717,115.690169,856727
2024-06-27,115.808093,117.451668,114.788429,116.426558,833034
2024-06-28,117.027044,118.266817,114.592116,115.819092,1022276
2024-07-01,116.316085,118.375675,114.804472,116.857032,1005591
2024-07-02,115.684408,118.161404,113.904578,116.371010,817410
2024-07-03,116.241718,117.784987,114.525949,116.066897,787740
2024-07-04,116.000010,120.478770,114.023781,118.460621,1036807
2024-07-05,117.734179,119.102267,115.818783,117.180436,1225358
2024-07-08,117.219064,118.469946,112.645090,113.860129,1416138
2024-07-09,114.357772,119.229719,111.748592,116.570064,1155665
2024-07-10,116.126749,122.444047,114.550102,120.803898,1673531
2024-07-11,120.946133,122.049413,119.369514,120.468436,808200
2024-07-12,120.082288,121.189801,116.673744,117.759836,1048212
2024-07-15,117.482901,118.533240,116.516102,117.565758,1055328
2024-07-16,118.173677,120.034472,115.554066,117.402722,785381
2024-07-17,117.179780,118.617708,115.944413,117.380228,784172
2024-07-18,117.570119,119.040857,114.500099,115.950577,1092663
2024-07-19,115.191186,118.455303,113.838155,117.080085,1230666
2024-07-22,117.843226,119.891918,116.084301,118.128733,1024883
2024-07-23,118.377900,119.397491,115.092034,116.091937,980622
2024-07-24,116.017783,118.286509,115.124712,117.382929,1155133
2024-07-25,117.619387,122.344851,116.102427,120.787038,1317311
2024-07-26,120.191030,123.026478,118.459818,121.279587,1249207
2024-07-29,121.781546,123.404910,119.349661,120.962102,900218
2024-07-30,120.824937,122.003258,119.766247,120.943529,472997
2024-07-31,120.857146,123.908633,119.079344,122.112367,1095712
2024-08-01,121.902237,123.002351,118.501168,119.580327,1583530
2024-08-02,119.337307,121.202228,118.154215,120.012443,1187274
2024-08-05,120.304235,121.293639,118.587927,119.571304,1232081
2024-08-06,119.678400,124.749636,117.619377,122.639665,1163903
2024-08-07,122.919421,124.705893,120.733217,122.513794,1024814
2024-08-08,122.510023,127.151733,120.743431,125.344272,1166501
2024-08-09,125.569415,127.702694,121.590453,123.691834,1143338
2024-08-12,123.510506,127.664909,120.638813,124.764070,799584
2024-08-13,125.737736,126.386932,124.750486,125.397928,837896
2024-08-14,124.709775,125.837961,122.969973,124.092576,936273
2024-08-15,124.640231,125.828713,123.285636,124.472519,1061545
2024-08-16,125.068453,127.622395,123.993275,126.534612,1302102
2024-08-19,126.157216,127.127323,125.107376,126.076865,966754
2024-08-20,127.060574,128.433005,122.063098,123.395946,1033765
2024-08-21,123.825884,124.709206,122.539029,123.419452,800684
2024-08-22,123.838953,125.490986,120.393181,122.020961,942312
2024-08-23,122.032929,123.522559,120.026561,121.509806,1078573
2024-08-26,121.417423,123.108053,119.711189,121.401598,1067425
2024-08-27,121.312619,123.014746,117.083515,118.749681,1454322
2024-08-28,118.911995,120.625758,114.606255,116.282116,1125430
2024-08-29,116.852381,118.233459,115.624687,117.004171,503324
2024-08-30,117.078421,119.476723,113.813294,116.193468,683327
2024-09-02,115.822805,117.321288,110.902876,112.356513,1737439
2024-09-03,112.680717,113.989016,112.168013,113.472708,971890
2024-09-04,113.838547,114.748174,112.920520,113.830079,782847
2024-09-05,114.090899,114.665687,112.157208,112.725115,1316840
2024-09-06,113.019243,114.383311,109.414094,110.750783,1404880
2024-09-09,110.645764,113.178738,109.371923,111.890567,1051057
2024-09-10,111.526759,113.458493,110.397406,112.321096,873975
2024-09-11,111.979789,118.085226,109.735299,115.764869,1408301
2024-09-12,115.102217,117.951492,113.468234,116.300498,977391
2024-09-13,116.396948,118.521599,114.662122,116.781048,1201305
2024-09-16,116.746940,117.713103,115.449707,116.413108,982505
2024-09-17,116.233837,118.472619,115.303568,117.531961,1157370
2024-09-18,116.316132,119.796188,114.903214,118.358462,1183536
2024-09-19,117.841755,121.683074,116.346104,120.158025,941346
2024-09-20,120.629398,121.181248,118.652695,119.197996,1132592
2024-09-23,118.920719,120.261998,117.035574,118.370649,933868
2024-09-24,118.520042,119.948953,116.059126,117.475443,568254
2024-09-25,116.903644,119.841273,115.601407,118.521019,658615
2024-09-26,119.117828,121.729817,118.075972,120.674346,1023175
2024-09-27,120.613515,121.800576,118.594999,119.773796,1084359
2024-09-30,119.895383,121.249310,117.583706,118.926693,1005839
2024-10-01,119.894783,121.377067,117.745649,119.219585,928645
2024-10-02,119.852347,121.580518,116.930463,118.641169,1275189
2024-10-03,118.513870,121.870657,116.579318,119.913262,839353
2024-10-04,119.664289,120.959369,114.991909,116.250037,1441977
2024-10-07,116.117581,117.299121,113.633499,114.801648,1142860
2024-10-08,115.006529,116.587940,111.872782,113.432550,955554
2024-10-09,113.390775,115.028521,108.270839,109.857554,1470658
2024-10-10,109.705582,110.831512,107.173737,108.285089,855261
2024-10-11,108.841147,110.491350,105.180185,106.799433,1355354
2024-10-14,106.756741,108.456132,104.621456,106.313796,821771
2024-10-15,107.169469,109.499364,105.329718,107.651341,1435773
2024-10-16,107.685531,109.743755,105.049073,107.096029,943937
2024-10-17,107.765231,108.684936,104.558949,105.458971,1320998
2024-10-18,105.590860,106.863820,103.900606,105.168474,893985
2024-10-21,105.522930,107.678086,104.251894,106.396528,1068031
2024-10-22,106.126691,107.358579,103.624193,104.841158,1033917
2024-10-23,104.527876,105.510747,102.423489,103.395713,1137230
2024-10-24,103.562074,104.565642,102.934720,103.936024,1004292
2024-10-25,104.295636,105.585848,102.145448,103.424888,811482
2024-10-28,103.439461,105.014859,102.516100,104.085730,951228
2024-10-29,103.617097,105.136816,102.338050,103.854835,788991
2024-10-30,103.360392,105.516244,102.448358,104.593331,1377206
2024-10-31,104.070889,104.861970,102.203673,102.986512,1132472
2024-11-01,102.349367,104.092750,101.025254,102.763282,1154419
2024-11-04,102.802660,104.098353,100.988656,102.277732,907824
2024-11-05,102.680467,104.150556,99.036256,100.474766,1236105
2024-11-06,100.470048,102.554144,96.222388,98.260654,1053886
2024-11-07,97.483269,100.246124,96.205346,98.948986,908243
2024-11-08,98.882922,100.261382,96.940368,98.310854,1010214
2024-11-11,98.254836,99.010392,96.086294,96.830900,1411318
2024-11-12,97.541251,98.209640,95.869972,96.531441,947302
2024-11-13,96.039133,99.572437,94.278609,97.780001,1332373
2024-11-14,97.646299,98.457357,93.967913,94.754955,1563269
2024-11-15,95.320688,96.066498,92.042055,92.767892,1534227
2024-11-18,92.913994,94.014431,90.422490,91.506254,1103295
2024-11-19,91.686667,94.190828,90.619505,93.107132,1589866
2024-11-20,93.144473,94.082660,92.362993,93.299876,807252
2024-11-21,93.407619,95.102873,92.400675,94.088588,881586
2024-11-22,94.344662,95.940738,90.998771,92.564735,958301
2024-11-25,92.302480,93.112529,90.295350,91.094800,1554111
2024-11-26,91.374753,92.086514,90.787642,91.498607,1074364
2024-11-27,91.058910,92.887318,89.622877,91.445193,804429
2024-11-28,91.550289,93.266729,90.271406,91.981818,1174855
2024-11-29,92.039361,92.915385,90.773388,91.645664,1037317
2024-12-02,91.447982,92.392158,90.929350,91.871126,1231494
2024-12-03,91.863832,92.789106,91.035082,91.959493,605357
2024-12-04,91.759123,93.891853,90.678092,92.798576,979564
2024-12-05,92.450493,95.248366,90.910019,93.687283,954663
2024-12-06,93.571331,94.306210,90.933549,91.653364,936566
2024-12-09,91.299220,92.363944,87.904348,88.941578,1607832
2024-12-10,89.042063,91.363760,87.733093,90.040118,1040102
2024-12-11,89.677680,91.605769,89.455734,91.379611,1259719
2024-12-12,91.607322,93.085419,88.667120,90.121239,1517825
2024-12-13,89.748572,90.401061,87.283282,87.922496,1264952
2024-12-16,87.748231,89.169405,86.578724,87.996588,794603
2024-12-17,87.804217,90.191496,86.663928,89.035219,1095826
2024-12-18,89.448166,92.602785,87.986731,91.114131,1461695
2024-12-19,91.219460,93.011265,89.923806,91.708663,878735
2024-12-20,91.640701,91.868963,91.027649,91.254950,838114
2024-12-23,91.414237,92.224248,89.398165,90.197393,1253890
2024-12-24,89.532172,91.346494,88.408291,90.214053,917920
2024-12-25,90.200433,91.212489,88.865978,89.874376,574941
2024-12-26,90.502714,91.761647,87.479951,88.714002,891590
2024-12-27,88.755096,92.515757,87.409793,91.134391,1622854
2024-12-30,91.156053,94.655109,89.840324,93.308315,1371674
2024-12-31,93.487322,95.794870,92.445602,94.739200,1013093
